epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,1886.14,0.94262,0.42747,0.00723,0.91134,0.90071,0.94141,0.68559,1.05476,0.57219,0.0095,0.0004952,0.0004952,0.0004952
78,1909.23,0.9574,0.42949,0.00735,0.91136,0.89362,0.93136,0.677,1.07443,0.59661,0.00987,0.0004754,0.0004754,0.0004754
79,1932.39,0.95766,0.42789,0.00713,0.89486,0.9078,0.93059,0.68227,1.05963,0.57979,0.00958,0.0004556,0.0004556,0.0004556
80,1955.51,0.92617,0.41696,0.00699,0.90356,0.90071,0.93973,0.6872,1.05353,0.56647,0.00952,0.0004358,0.0004358,0.0004358
81,1978.58,0.91589,0.39117,0.00703,0.91032,0.87589,0.93557,0.68423,1.08586,0.56917,0.01009,0.000416,0.000416,0.000416
82,2001.57,0.94162,0.39859,0.00732,0.90568,0.88533,0.9372,0.68854,1.05384,0.56959,0.0095,0.0003962,0.0003962,0.0003962
83,2024.6,0.9191,0.40648,0.00695,0.90175,0.87879,0.93533,0.69304,1.04571,0.58155,0.00936,0.0003764,0.0003764,0.0003764
84,2047.67,0.92084,0.39162,0.00692,0.92,0.88652,0.93541,0.68411,1.06937,0.57142,0.00964,0.0003566,0.0003566,0.0003566
85,2070.65,0.91718,0.39767,0.007,0.92209,0.88139,0.93476,0.68635,1.06484,0.57224,0.00958,0.0003368,0.0003368,0.0003368
86,2093.5,0.91042,0.39869,0.00694,0.92888,0.87234,0.93554,0.69495,1.03857,0.59181,0.0092,0.000317,0.000317,0.000317
87,2116.62,0.90868,0.4086,0.00688,0.90993,0.89007,0.93844,0.69612,1.04251,0.57495,0.00925,0.0002972,0.0002972,0.0002972
88,2139.74,0.90696,0.39673,0.00702,0.92236,0.89007,0.93687,0.69296,1.04615,0.56612,0.00946,0.0002774,0.0002774,0.0002774
89,2162.65,0.90242,0.38941,0.00672,0.91021,0.89874,0.93702,0.69556,1.03891,0.57673,0.00926,0.0002576,0.0002576,0.0002576
90,2185.59,0.90643,0.40723,0.00679,0.91607,0.90071,0.93898,0.69409,1.04374,0.58412,0.00936,0.0002378,0.0002378,0.0002378
91,2213.47,0.865,0.32347,0.00814,0.92371,0.88652,0.94115,0.69282,1.04584,0.57255,0.00922,0.000218,0.000218,0.000218
92,2237.48,0.86871,0.34359,0.00809,0.92044,0.90426,0.94038,0.69762,1.02383,0.57794,0.00897,0.0001982,0.0001982,0.0001982
93,2260.48,0.85674,0.32127,0.00778,0.92047,0.89362,0.93988,0.69874,1.03763,0.56652,0.00923,0.0001784,0.0001784,0.0001784
94,2283.43,0.83962,0.32225,0.00756,0.91627,0.89255,0.93686,0.69738,1.05065,0.55476,0.00942,0.0001586,0.0001586,0.0001586
95,2306.35,0.84093,0.32183,0.00756,0.90471,0.90071,0.93649,0.69476,1.04567,0.55675,0.00935,0.0001388,0.0001388,0.0001388
96,2329.33,0.84145,0.32505,0.00766,0.91879,0.88266,0.93692,0.69625,1.04417,0.55313,0.00939,0.000119,0.000119,0.000119
97,2352.31,0.84579,0.32296,0.00779,0.91308,0.89399,0.94114,0.70382,1.04446,0.54563,0.00938,9.92e-05,9.92e-05,9.92e-05
98,2375.22,0.82487,0.31945,0.00744,0.90672,0.90426,0.93906,0.70057,1.03447,0.55676,0.00927,7.94e-05,7.94e-05,7.94e-05
99,2398.01,0.83107,0.31442,0.00762,0.9096,0.89201,0.93772,0.70204,1.03769,0.56495,0.00931,5.96e-05,5.96e-05,5.96e-05
100,2420.75,0.83727,0.32762,0.00755,0.91498,0.90071,0.93874,0.70031,1.0364,0.56507,0.00928,3.98e-05,3.98e-05,3.98e-05
