epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,4416.04,0.81327,0.31255,0.00409,0.97539,0.93678,0.97672,0.79186,1.02218,0.51452,0.00861,0.0004952,0.0004952,0.0004952
78,4471.03,0.8004,0.30521,0.0039,0.97448,0.95154,0.97889,0.79701,1.00666,0.50183,0.00834,0.0004754,0.0004754,0.0004754
79,4526.22,0.79539,0.30849,0.00393,0.96843,0.95626,0.97869,0.79686,1.00182,0.50406,0.00832,0.0004556,0.0004556,0.0004556
80,4580.8,0.77679,0.29581,0.00362,0.97346,0.95396,0.97947,0.79482,1.02155,0.50529,0.00857,0.0004358,0.0004358,0.0004358
81,4635.45,0.79223,0.29943,0.00395,0.97237,0.94799,0.97901,0.79632,1.02474,0.49354,0.0086,0.000416,0.000416,0.000416
82,4690.17,0.77796,0.30826,0.00384,0.97703,0.94208,0.97761,0.79169,1.03654,0.49493,0.00866,0.0003962,0.0003962,0.0003962
83,4744.82,0.79628,0.30621,0.00387,0.97845,0.94917,0.97905,0.7951,0.99455,0.53074,0.00817,0.0003764,0.0003764,0.0003764
84,4800.15,0.77935,0.2971,0.00389,0.9699,0.9539,0.97857,0.79582,0.9993,0.51515,0.00817,0.0003566,0.0003566,0.0003566
85,4855.31,0.7768,0.30233,0.00384,0.973,0.94917,0.97928,0.7977,0.99277,0.49757,0.00826,0.0003368,0.0003368,0.0003368
86,4910.03,0.76931,0.28703,0.00381,0.97684,0.94713,0.979,0.79743,1.01273,0.47873,0.00836,0.000317,0.000317,0.000317
87,4964.82,0.77359,0.30088,0.00379,0.97694,0.95163,0.98054,0.79873,0.99182,0.49687,0.00819,0.0002972,0.0002972,0.0002972
88,5019.59,0.77595,0.29104,0.00401,0.97935,0.95317,0.97879,0.79551,0.99548,0.50513,0.00824,0.0002774,0.0002774,0.0002774
89,5074.44,0.76076,0.28774,0.00368,0.97776,0.95508,0.98022,0.80309,0.99389,0.49191,0.00825,0.0002576,0.0002576,0.0002576
90,5129.34,0.78134,0.30265,0.00402,0.97637,0.95508,0.98037,0.80116,0.99108,0.49691,0.00816,0.0002378,0.0002378,0.0002378
91,5190.75,0.78248,0.27913,0.00529,0.97001,0.95585,0.97933,0.79628,1.00028,0.48388,0.00822,0.000218,0.000218,0.000218
92,5245.77,0.76732,0.27804,0.00534,0.9723,0.94917,0.97842,0.79875,1.00999,0.48996,0.00831,0.0001982,0.0001982,0.0001982
93,5300.8,0.77863,0.2762,0.00539,0.96937,0.95508,0.97823,0.79581,1.00077,0.48962,0.00822,0.0001784,0.0001784,0.0001784
94,5355.62,0.76455,0.29148,0.0053,0.96932,0.94799,0.97752,0.79934,0.99871,0.48607,0.00823,0.0001586,0.0001586,0.0001586
95,5410.41,0.74569,0.2695,0.00504,0.97153,0.94799,0.97851,0.79662,1.00148,0.51069,0.00819,0.0001388,0.0001388,0.0001388
96,5465.16,0.76044,0.2706,0.00513,0.9796,0.94326,0.97797,0.79288,1.01264,0.51273,0.00832,0.000119,0.000119,0.000119
97,5519.85,0.75247,0.27375,0.00505,0.97661,0.93786,0.97831,0.7993,0.99388,0.50459,0.00816,9.92e-05,9.92e-05,9.92e-05
98,5574.62,0.74777,0.26609,0.0051,0.97911,0.94196,0.97928,0.80101,0.98644,0.48448,0.00805,7.94e-05,7.94e-05,7.94e-05
99,5629.95,0.74605,0.26126,0.00506,0.96871,0.95159,0.97889,0.79883,0.99795,0.48464,0.00823,5.96e-05,5.96e-05,5.96e-05
100,5684.8,0.73544,0.27407,0.00479,0.96652,0.95546,0.97932,0.79976,0.97745,0.48256,0.00796,3.98e-05,3.98e-05,3.98e-05
