epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.1712,2.85525,3.50651,0.00466,0.38036,0.37292,0.26961,0.07986,1.71597,4.93913,0.00888,0.000662162,0.000662162,0.000662162
2,78.0151,2.83442,2.10507,0.00413,0.44436,0.47178,0.35117,0.12045,1.73419,2.00609,0.01033,0.00131567,0.00131567,0.00131567
3,108.913,2.69495,1.59204,0.00416,0.48559,0.47031,0.38714,0.13893,1.69081,1.09188,0.00995,0.00195598,0.00195598,0.00195598
4,139.592,2.63796,1.36825,0.00418,0.50959,0.50166,0.42768,0.14762,1.92504,1.08472,0.01367,0.0019406,0.0019406,0.0019406
5,170.211,2.65267,1.22657,0.00373,0.53128,0.44596,0.41281,0.14205,1.70253,0.97983,0.00974,0.0019208,0.0019208,0.0019208
6,200.478,2.61539,1.17798,0.00376,0.55874,0.54039,0.50477,0.19684,1.58751,0.88671,0.00904,0.001901,0.001901,0.001901
7,230.659,2.5777,1.13238,0.00398,0.55883,0.54224,0.52474,0.19944,1.7339,0.90726,0.01125,0.0018812,0.0018812,0.0018812
8,261.87,2.58521,1.10253,0.00343,0.55642,0.54922,0.51925,0.21323,1.61949,0.84664,0.0096,0.0018614,0.0018614,0.0018614
9,292.173,2.51524,1.09034,0.0036,0.56616,0.57956,0.52466,0.21167,1.59322,0.79083,0.00968,0.0018416,0.0018416,0.0018416
10,322.219,2.47228,1.08101,0.00356,0.60715,0.56553,0.56244,0.224,1.64952,0.84123,0.01034,0.0018218,0.0018218,0.0018218
11,353.118,2.43752,1.07586,0.00335,0.59566,0.56895,0.55471,0.23634,1.54308,0.75537,0.00887,0.001802,0.001802,0.001802
12,382.75,2.41743,1.05594,0.00364,0.58549,0.57052,0.55079,0.21995,1.64914,0.78455,0.01007,0.0017822,0.0017822,0.0017822
