epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1303.17,1.65215,0.71392,0.00249,0.6939,0.70382,0.74167,0.42437,1.27839,0.64164,0.00796,0.0011882,0.0011882,0.0011882
43,1333.96,1.64422,0.70276,0.00256,0.72316,0.69075,0.74549,0.42442,1.25284,0.60843,0.00761,0.0011684,0.0011684,0.0011684
44,1364.66,1.61906,0.68731,0.0024,0.69413,0.70931,0.74033,0.42816,1.23789,0.61707,0.00772,0.0011486,0.0011486,0.0011486
45,1395.47,1.59366,0.68376,0.00246,0.67516,0.69466,0.72988,0.42252,1.24855,0.60452,0.00775,0.0011288,0.0011288,0.0011288
46,1426.1,1.63002,0.70133,0.00238,0.70098,0.71237,0.74546,0.42678,1.24196,0.61622,0.00778,0.001109,0.001109,0.001109
47,1456.51,1.60549,0.6871,0.00254,0.69335,0.72353,0.74982,0.42122,1.30411,0.58871,0.00823,0.0010892,0.0010892,0.0010892
48,1487.27,1.62853,0.69889,0.00246,0.69215,0.71193,0.74528,0.42659,1.25189,0.61161,0.00791,0.0010694,0.0010694,0.0010694
49,1517.86,1.60374,0.68554,0.00246,0.70008,0.70382,0.74863,0.4295,1.24152,0.6041,0.00766,0.0010496,0.0010496,0.0010496
50,1548.67,1.57807,0.66894,0.00241,0.6888,0.70626,0.74262,0.42313,1.24585,0.58301,0.00775,0.0010298,0.0010298,0.0010298
51,1579.25,1.62577,0.69532,0.0024,0.7044,0.70359,0.74589,0.43133,1.22908,0.61364,0.0075,0.00101,0.00101,0.00101
52,1609.97,1.55736,0.66863,0.0024,0.70871,0.69238,0.74989,0.4263,1.23967,0.58869,0.00746,0.0009902,0.0009902,0.0009902
53,1640.73,1.59987,0.68648,0.00231,0.69703,0.6971,0.7486,0.43211,1.23332,0.60767,0.00737,0.0009704,0.0009704,0.0009704
54,1671.33,1.56963,0.67409,0.0024,0.68769,0.71001,0.75053,0.42658,1.22059,0.58293,0.00756,0.0009506,0.0009506,0.0009506
55,1701.96,1.60035,0.68437,0.00228,0.6962,0.71145,0.74827,0.43075,1.23217,0.62271,0.00753,0.0009308,0.0009308,0.0009308
56,1732.42,1.56882,0.68674,0.00234,0.69395,0.69374,0.7446,0.42785,1.22937,0.62415,0.0074,0.000911,0.000911,0.000911
57,1763.09,1.60679,0.70743,0.00223,0.67816,0.71817,0.74446,0.43366,1.23252,0.62284,0.00771,0.0008912,0.0008912,0.0008912
58,1793.86,1.56528,0.67851,0.00237,0.68661,0.70443,0.74496,0.42968,1.2381,0.63415,0.00764,0.0008714,0.0008714,0.0008714
59,1824.61,1.58818,0.69594,0.00236,0.69649,0.70626,0.75234,0.4268,1.24641,0.63321,0.00745,0.0008516,0.0008516,0.0008516
60,1855.24,1.53771,0.67199,0.00232,0.68884,0.71991,0.75575,0.43092,1.24589,0.60898,0.00739,0.0008318,0.0008318,0.0008318
61,1885.85,1.53813,0.67995,0.00238,0.70341,0.67115,0.74094,0.42288,1.26887,0.60105,0.0077,0.000812,0.000812,0.000812
62,1916.64,1.55581,0.6855,0.00221,0.70811,0.6913,0.74937,0.43685,1.22423,0.59999,0.00749,0.0007922,0.0007922,0.0007922
63,1947.37,1.5501,0.68783,0.00217,0.69422,0.68611,0.74232,0.429,1.21972,0.60892,0.0073,0.0007724,0.0007724,0.0007724
64,1977.92,1.52579,0.67671,0.00231,0.70087,0.70168,0.7492,0.43163,1.20564,0.62212,0.00715,0.0007526,0.0007526,0.0007526
65,2008.88,1.53404,0.68364,0.00231,0.69492,0.72542,0.75435,0.43128,1.22578,0.5864,0.00798,0.0007328,0.0007328,0.0007328
66,2039.41,1.51284,0.67853,0.00227,0.69672,0.70565,0.7525,0.43946,1.19176,0.61281,0.0073,0.000713,0.000713,0.000713
67,2070.07,1.57035,0.70397,0.0021,0.72905,0.70015,0.76683,0.43888,1.20448,0.59841,0.00743,0.0006932,0.0006932,0.0006932
68,2100.67,1.5617,0.68866,0.00216,0.71617,0.7084,0.75635,0.43884,1.18132,0.61306,0.007,0.0006734,0.0006734,0.0006734
69,2131.28,1.5301,0.67433,0.0022,0.7255,0.69771,0.75645,0.44216,1.1726,0.59619,0.00712,0.0006536,0.0006536,0.0006536
70,2161.9,1.5142,0.66548,0.00222,0.69281,0.70105,0.75173,0.43614,1.19766,0.61486,0.00725,0.0006338,0.0006338,0.0006338
71,2192.56,1.4987,0.65558,0.00229,0.69657,0.71786,0.75437,0.44013,1.18812,0.59779,0.00705,0.000614,0.000614,0.000614
72,2223.14,1.50189,0.66715,0.00224,0.72708,0.70321,0.76389,0.43774,1.21265,0.59744,0.00751,0.0005942,0.0005942,0.0005942
73,2253.74,1.55305,0.69385,0.00213,0.72677,0.70626,0.76608,0.44144,1.17812,0.60067,0.00709,0.0005744,0.0005744,0.0005744
74,2284.24,1.5206,0.6822,0.00208,0.72438,0.71328,0.76541,0.44497,1.17399,0.61432,0.00688,0.0005546,0.0005546,0.0005546
75,2314.85,1.52176,0.66492,0.00211,0.72142,0.69679,0.7591,0.44321,1.17862,0.61602,0.007,0.0005348,0.0005348,0.0005348
76,2345.42,1.48169,0.65793,0.00234,0.72392,0.71578,0.76701,0.44501,1.1723,0.602,0.0071,0.000515,0.000515,0.000515
77,2376.1,1.50794,0.67027,0.00208,0.71669,0.70779,0.7598,0.4467,1.16683,0.58971,0.00718,0.0004952,0.0004952,0.0004952
78,2406.87,1.49757,0.667,0.00209,0.71798,0.71595,0.76092,0.44455,1.15107,0.61122,0.00687,0.0004754,0.0004754,0.0004754
79,2437.39,1.53418,0.68608,0.00202,0.70683,0.70901,0.75801,0.44609,1.15068,0.59276,0.00671,0.0004556,0.0004556,0.0004556
80,2467.95,1.47703,0.66284,0.00213,0.71193,0.69727,0.75438,0.44339,1.16776,0.60233,0.00704,0.0004358,0.0004358,0.0004358
81,2498.56,1.46506,0.66258,0.00214,0.72623,0.69174,0.75778,0.44637,1.16049,0.59334,0.0069,0.000416,0.000416,0.000416
82,2529.08,1.49846,0.66835,0.002,0.71686,0.69887,0.75788,0.443,1.17728,0.59755,0.00698,0.0003962,0.0003962,0.0003962
83,2559.74,1.46266,0.65379,0.00198,0.71013,0.70473,0.75718,0.44498,1.15877,0.59271,0.00675,0.0003764,0.0003764,0.0003764
84,2590.36,1.4774,0.66131,0.00203,0.73604,0.70321,0.76568,0.44886,1.13808,0.60385,0.00654,0.0003566,0.0003566,0.0003566
85,2621.16,1.50134,0.67199,0.00201,0.7133,0.70076,0.75707,0.44535,1.16018,0.61772,0.00673,0.0003368,0.0003368,0.0003368
86,2651.85,1.46353,0.65987,0.00204,0.72376,0.69121,0.76158,0.44792,1.14711,0.59487,0.00671,0.000317,0.000317,0.000317
87,2682.52,1.47221,0.65819,0.00196,0.712,0.69826,0.75437,0.44678,1.14725,0.60062,0.00657,0.0002972,0.0002972,0.0002972
88,2713.22,1.49763,0.67565,0.002,0.72684,0.67678,0.75832,0.44758,1.13358,0.59812,0.00653,0.0002774,0.0002774,0.0002774
89,2743.88,1.44667,0.65302,0.00212,0.72741,0.69008,0.76113,0.44784,1.13283,0.59491,0.00655,0.0002576,0.0002576,0.0002576
90,2774.44,1.50589,0.68056,0.00199,0.72118,0.68078,0.76076,0.44721,1.1381,0.58335,0.00648,0.0002378,0.0002378,0.0002378
91,2809.71,1.35584,0.62516,0.00275,0.72632,0.68961,0.75858,0.44532,1.15065,0.61217,0.00673,0.000218,0.000218,0.000218
92,2839.98,1.32632,0.60298,0.00276,0.73157,0.67786,0.75946,0.44615,1.14625,0.61325,0.00668,0.0001982,0.0001982,0.0001982
93,2870.33,1.32439,0.60025,0.00275,0.72676,0.69194,0.76217,0.44785,1.1492,0.59665,0.00676,0.0001784,0.0001784,0.0001784
94,2900.62,1.31104,0.60429,0.00257,0.71869,0.69618,0.75842,0.4476,1.13915,0.60713,0.00663,0.0001586,0.0001586,0.0001586
95,2930.93,1.32305,0.60449,0.00266,0.72136,0.69954,0.76426,0.44966,1.13005,0.61667,0.00657,0.0001388,0.0001388,0.0001388
96,2961.25,1.31162,0.61291,0.00254,0.72594,0.68733,0.76037,0.44841,1.12944,0.60759,0.0066,0.000119,0.000119,0.000119
97,2991.46,1.31317,0.59959,0.00273,0.72558,0.69349,0.7618,0.44802,1.12422,0.61467,0.00641,9.92e-05,9.92e-05,9.92e-05
98,3021.67,1.31331,0.60689,0.00263,0.72067,0.69402,0.76023,0.44936,1.12866,0.59847,0.00657,7.94e-05,7.94e-05,7.94e-05
99,3051.86,1.28587,0.59573,0.00273,0.72207,0.69491,0.76147,0.44911,1.12934,0.59242,0.00652,5.96e-05,5.96e-05,5.96e-05
100,3082.28,1.29196,0.60331,0.00267,0.7213,0.70351,0.76403,0.45065,1.12601,0.59157,0.0065,3.98e-05,3.98e-05,3.98e-05
